Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
57,move,"move 12 28",2,396,350,150,31,19,100,12,28,100,10,4
58,dig,"dig 10 5",3,403,350,150,31,19,100,12,28,100,10,4
59,nothing,"nothing "Player chose to do nothing"",1,403,350,150,31,19,100,12,28,100,10,4
60,nothing,"nothing "Player chose to do nothing"",2,403,350,150,31,19,100,12,28,100,10,4
61,move,"move 9 4",3,408,350,150,31,19,100,12,28,100,9,4
62,nothing,"nothing "Player chose to do nothing"",1,408,350,150,31,19,100,12,28,100,9,4
63,move,"move 11 27",2,413,350,150,31,19,100,11,27,100,9,4
64,move,"move 9 5",3,418,350,150,31,19,100,11,27,100,9,5
65,move,"move 31 20",1,423,350,150,31,20,100,11,27,100,9,5
66,dig,"dig 12 27",2,430,350,150,31,20,100,11,27,100,9,5
67,nothing,"nothing "Player chose to do nothing"",3,430,350,150,31,20,100,11,27,100,9,5
68,move,"move 30 19",1,435,350,150,30,19,100,11,27,100,9,5
69,move,"move 12 27",2,440,350,150,30,19,100,12,27,100,9,5
70,dig,"dig 8 6",3,447,350,150,30,19,100,12,27,100,9,5
71,move,"move 31 19",1,452,350,150,31,19,100,12,27,100,9,5
72,move,"move 11 26",2,457,350,150,31,19,100,11,26,100,9,5
73,nothing,"nothing "Player chose to do nothing"",3,457,350,150,31,19,100,11,26,100,9,5
74,dig,"dig 32 20",1,464,350,150,31,19,100,11,26,100,9,5
75,move,"move 12 27",2,469,350,150,31,19,100,12,27,100,9,5
76,move,"move 8 5",3,474,350,150,31,19,100,12,27,100,8,5
77,move,"move 30 20",1,479,350,150,30,20,100,12,27,100,8,5
78,dig,"dig 13 26",2,486,350,150,30,20,100,12,27,100,8,5
79,move,"move 7 5",3,491,350,150,30,20,100,12,27,100,7,5
80,dig,"dig 29 21",1,498,350,150,30,20,100,12,27,100,7,5
81,move,"move 13 28",2,503,350,150,30,20,100,13,28,100,7,5
82,dig,"dig 6 5",3,510,350,150,30,20,100,13,28,100,7,5
83,move,"move 31 20",1,515,350,150,31,20,100,13,28,100,7,5
84,move,"move 14 27",2,520,350,150,31,20,100,14,27,100,7,5
85,move,"move 8 4",3,525,350,150,31,20,100,14,27,100,8,4
86,move,"move 32 20",1,530,350,150,32,20,100,14,27,100,8,4
87,move,"move 13 26",2,535,350,150,32,20,100,13,26,100,8,4
88,move,"move 9 4",3,540,350,150,32,20,100,13,26,100,9,4
89,dig,"dig 32 19",1,547,350,150,32,20,100,13,26,100,9,4
90,move,"move 14 27",2,552,350,150,32,20,100,14,27,100,9,4
91,move,"move 8 4",3,557,350,150,32,20,100,14,27,100,8,4
92,move,"move 31 19",1,562,350,150,31,19,100,14,27,100,8,4
93,move,"move 15 26",2,567,350,150,31,19,100,15,26,100,8,4
94,move,"move 8 5",3,572,350,150,31,19,100,15,26,100,8,5
95,dig,"dig 30 18",1,579,350,150,31,19,100,15,26,100,8,5
96,dig,"dig 15 25",2,586,350,150,31,19,100,15,26,100,8,5
97,dig,"dig 7 6",3,593,350,150,31,19,100,15,26,100,8,5
98,move,"move 30 19",1,598,350,150,30,19,100,15,26,100,8,5
99,move,"move 16 26",2,603,350,150,30,19,100,16,26,100,8,5
100,move,"move 8 6",3,608,350,150,30,19,100,16,26,100,8,6
101,move,"move 30 20",1,613,350,150,30,20,100,16,26,100,8,6
102,move,"move 17 26",2,618,350,150,30,20,100,17,26,100,8,6
103,move,"move 7 6",3,623,350,150,30,20,100,17,26,100,7,6
104,move,"move 31 19",1,628,350,150,31,19,100,17,26,100,7,6
105,move,"move 18 26",2,633,350,150,31,19,100,18,26,100,7,6
106,move,"move 8 7",3,638,350,150,31,19,100,18,26,100,8,7
107,move,"move 31 20",1,643,350,150,31,20,100,18,26,100,8,7
108,nothing,"nothing "Player chose to do nothing"",2,643,350,150,31,20,100,18,26,100,8,7
109,move,"move 8 6",3,648,350,150,31,20,100,18,26,100,8,6
110,move,"move 30 21",1,653,350,150,30,21,100,18,26,100,8,6
111,move,"move 17 27",2,658,350,150,30,21,100,17,27,100,8,6
112,move,"move 8 5",3,663,350,150,30,21,100,17,27,100,8,5
113,move,"move 29 20",1,668,350,150,29,20,100,17,27,100,8,5
114,move,"move 18 27",2,673,350,150,29,20,100,18,27,100,8,5
115,move,"move 8 6",3,678,350,150,29,20,100,18,27,100,8,6
116,dig,"dig 28 19",1,685,350,150,29,20,100,18,27,100,8,6
117,move,"move 18 28",2,690,350,150,29,20,100,18,28,100,8,6
118,move,"move 7 5",3,695,350,150,29,20,100,18,28,100,7,5
119,move,"move 28 19",1,700,350,150,28,19,100,18,28,100,7,5
120,nothing,"nothing "Player chose to do nothing"",2,700,350,150,28,19,100,18,28,100,7,5
121,move,"move 8 5",3,705,350,150,28,19,100,18,28,100,8,5
122,move,"move 29 19",1,710,350,150,29,19,100,18,28,100,8,5
123,dig,"dig 18 29",2,717,350,150,29,19,100,18,28,100,8,5
124,dig,"dig 9 6",3,724,350,150,29,19,100,18,28,100,8,5
125,move,"move 30 20",1,729,350,150,30,20,100,18,28,100,8,5
126,move,"move 17 27",2,734,350,150,30,20,100,17,27,100,8,5
127,move,"move 7 5",3,739,350,150,30,20,100,17,27,100,7,5
128,move,"move 30 19",1,744,350,150,30,19,100,17,27,100,7,5
129,nothing,"nothing "Player chose to do nothing"",2,744,350,150,30,19,100,17,27,100,7,5
130,move,"move 6 5",3,749,350,150,30,19,100,17,27,100,6,5
131,move,"move 29 20",1,754,350,150,29,20,100,17,27,100,6,5
132,move,"move 17 26",2,759,350,150,29,20,100,17,26,100,6,5
133,dig,"dig 6 4",3,766,350,150,29,20,100,17,26,100,6,5
134,dig,"dig 28 21",1,773,350,150,29,20,100,17,26,100,6,5
135,move,"move 18 26",2,777,347,150,29,20,100,18,26,97,6,5
136,dig,"dig 5 5",3,783,344,150,29,20,100,18,26,94,6,5
137,nothing,"nothing "Player chose to do nothing"",1,782,341,150,29,20,100,18,26,91,6,5
138,dig,"dig 19 25",2,788,338,150,29,20,100,18,26,88,6,5
139,nothing,"nothing "Player chose to do nothing"",3,787,335,150,29,20,100,18,26,85,6,5
140,nothing,"nothing "Player chose to do nothing"",1,786,332,150,29,20,100,18,26,82,6,5
141,dig,"dig 19 26",2,792,329,150,29,20,100,18,26,79,6,5
142,dig,"dig 5 6",3,798,326,150,29,20,100,18,26,76,6,5
143,move,"move 29 21",1,802,323,150,29,21,100,18,26,73,6,5
144,dig,"dig 19 27",2,808,320,150,29,21,100,18,26,70,6,5
145,nothing,"nothing "Player chose to do nothing"",3,807,317,150,29,21,100,18,26,67,6,5
146,move,"move 29 20",1,811,314,150,29,20,100,18,26,64,6,5
147,move,"move 19 27",2,815,311,150,29,20,100,19,27,61,6,5
148,nothing,"nothing "Player chose to do nothing"",3,814,308,150,29,20,100,19,27,58,6,5
149,nothing,"nothing "Player chose to do nothing"",1,813,305,150,29,20,100,19,27,55,6,5
150,dig,"dig 20 27",2,819,302,150,29,20,100,19,27,52,6,5
151,dig,"dig 5 4",3,825,299,150,29,20,100,19,27,49,6,5
152,nothing,"nothing "Player chose to do nothing"",1,824,296,150,29,20,100,19,27,46,6,5
153,move,"move 18 28",2,828,293,150,29,20,100,18,28,43,6,5
154,nothing,"nothing "Player chose to do nothing"",3,827,290,150,29,20,100,18,28,40,6,5
155,move,"move 29 19",1,830,284,147,29,19,100,18,28,37,6,5
156,move,"move 17 27",2,834,281,147,29,19,100,17,27,34,6,5
157,move,"move 7 6",3,838,278,147,29,19,100,17,27,31,7,6
158,dig,"dig 28 20",1,844,275,147,29,19,100,17,27,28,7,6
159,dig,"dig 17 28",2,849,269,144,29,19,100,17,27,25,7,6
160,move,"move 7 7",3,852,263,141,29,19,100,17,27,22,7,7
161,move,"move 28 19",1,856,260,138,28,19,100,17,27,22,7,7
162,move,"move 18 27",2,861,260,138,28,19,100,18,27,22,7,7
163,dig,"dig 6 8",3,868,260,138,28,19,100,18,27,22,7,7
164,nothing,"nothing "Player chose to do nothing"",1,868,260,138,28,19,100,18,27,22,7,7
165,move,"move 18 26",2,873,260,138,28,19,100,18,26,22,7,7
166,dig,"dig 7 8",3,880,260,138,28,19,100,18,26,22,7,7
167,dig,"dig 27 20",1,887,260,138,28,19,100,18,26,22,7,7
168,move,"move 17 26",2,891,257,138,28,19,100,17,26,19,7,7
169,dig,"dig 6 7",3,897,254,138,28,19,100,17,26,16,7,7
170,dig,"dig 27 18",1,903,251,138,28,19,100,17,26,13,7,7
171,move,"move 18 26",2,907,248,138,28,19,100,18,26,10,7,7
172,nothing,"nothing "Player chose to do nothing"",3,906,245,138,28,19,100,18,26,7,7,7
173,nothing,"nothing "Player chose to do nothing"",1,905,242,138,28,19,100,18,26,4,7,7
174,move,"move 19 27",2,908,236,135,28,19,100,19,27,1,7,7
175,dig,"dig 6 6",3,914,232,132,28,19,100,19,27,-2,7,7
176,nothing,"nothing "Player chose to do nothing"",1,913,229,129,28,19,100,19,27,-2,7,7
177,dig,"dig 20 26",2,919,226,126,28,19,100,19,27,-2,7,7
178,nothing,"nothing "Player chose to do nothing"",1,918,223,123,28,19,100,19,27,-2,7,7
179,move,"move 18 27",2,922,220,120,28,19,100,18,27,-2,7,7
180,dig,"dig 27 19",1,928,217,117,28,19,100,18,27,-2,7,7
181,move,"move 18 26",2,932,214,114,28,19,100,18,26,-2,7,7
182,nothing,"nothing "Player chose to do nothing"",1,931,211,111,28,19,100,18,26,-2,7,7
183,dig,"dig 18 25",2,937,208,108,28,19,100,18,26,-2,7,7
184,nothing,"nothing "Player chose to do nothing"",1,936,205,105,28,19,100,18,26,-2,7,7
185,move,"move 18 25",2,940,202,102,28,19,100,18,25,-2,7,7
186,nothing,"nothing "Player chose to do nothing"",1,939,199,99,28,19,100,18,25,-2,7,7
187,move,"move 19 24",2,943,196,96,28,19,100,19,24,-2,7,7
188,nothing,"nothing "Player chose to do nothing"",1,942,193,93,28,19,100,19,24,-2,7,7
189,dig,"dig 18 24",2,948,190,90,28,19,100,19,24,-2,7,7
190,nothing,"nothing "Player chose to do nothing"",1,947,187,87,28,19,100,19,24,-2,7,7
191,move,"move 20 25",2,951,184,84,28,19,100,20,25,-2,7,7
192,nothing,"nothing "Player chose to do nothing"",1,950,181,81,28,19,100,20,25,-2,7,7
193,nothing,"nothing "Player chose to do nothing"",2,949,178,78,28,19,100,20,25,-2,7,7
194,nothing,"nothing "Player chose to do nothing"",1,948,175,75,28,19,100,20,25,-2,7,7
195,nothing,"nothing "Player chose to do nothing"",2,947,172,72,28,19,100,20,25,-2,7,7
196,nothing,"nothing "Player chose to do nothing"",1,946,169,69,28,19,100,20,25,-2,7,7
197,move,"move 19 24",2,950,166,66,28,19,100,19,24,-2,7,7
198,nothing,"nothing "Player chose to do nothing"",1,949,163,63,28,19,100,19,24,-2,7,7
199,move,"move 18 23",2,953,160,60,28,19,100,18,23,-2,7,7
200,nothing,"nothing "Player chose to do nothing"",1,952,157,57,28,19,100,18,23,-2,7,7
201,dig,"dig 18 22",2,958,154,54,28,19,100,18,23,-2,7,7
202,nothing,"nothing "Player chose to do nothing"",1,957,151,51,28,19,100,18,23,-2,7,7
203,move,"move 19 23",2,961,148,48,28,19,100,19,23,-2,7,7
204,nothing,"nothing "Player chose to do nothing"",1,960,145,45,28,19,100,19,23,-2,7,7
205,move,"move 18 22",2,964,142,42,28,19,100,18,22,-2,7,7
206,nothing,"nothing "Player chose to do nothing"",1,963,139,39,28,19,100,18,22,-2,7,7
207,nothing,"nothing "Player chose to do nothing"",2,962,136,36,28,19,100,18,22,-2,7,7
208,nothing,"nothing "Player chose to do nothing"",1,961,133,33,28,19,100,18,22,-2,7,7
209,dig,"dig 17 21",2,967,130,30,28,19,100,18,22,-2,7,7
210,nothing,"nothing "Player chose to do nothing"",1,966,127,27,28,19,100,18,22,-2,7,7
211,move,"move 17 21",2,970,124,24,28,19,100,17,21,-2,7,7
212,nothing,"nothing "Player chose to do nothing"",1,969,121,21,28,19,100,17,21,-2,7,7
213,move,"move 16 20",2,973,118,18,28,19,100,16,20,-2,7,7
214,nothing,"nothing "Player chose to do nothing"",1,972,115,15,28,19,100,16,20,-2,7,7
215,dig,"dig 15 20",2,978,112,12,28,19,100,16,20,-2,7,7
216,nothing,"nothing "Player chose to do nothing"",1,977,109,9,28,19,100,16,20,-2,7,7
217,dig,"dig 17 20",2,983,106,6,28,19,100,16,20,-2,7,7
218,nothing,"nothing "Player chose to do nothing"",1,982,103,3,28,19,100,16,20,-2,7,7
219,move,"move 17 21",2,986,100,0,28,19,100,17,21,-2,7,7
220,move,"move 17 20",2,991,100,0,28,19,100,17,20,-2,7,7
221,dig,"dig 18 21",2,998,100,0,28,19,100,17,20,-2,7,7
222,dig,"dig 18 20",2,1005,100,0,28,19,100,17,20,-2,7,7
223,move,"move 16 19",2,1010,100,0,28,19,100,16,19,-2,7,7
224,dig,"dig 15 18",2,1017,100,0,28,19,100,16,19,-2,7,7
225,dig,"dig 15 19",2,1024,100,0,28,19,100,16,19,-2,7,7
226,move,"move 15 20",2,1029,100,0,28,19,100,15,20,-2,7,7
227,nothing,"nothing "Player chose to do nothing"",2,1029,100,0,28,19,100,15,20,-2,7,7
228,nothing,"nothing "Player chose to do nothing"",2,1029,100,0,28,19,100,15,20,-2,7,7
229,dig,"dig 15 21",2,1036,100,0,28,19,100,15,20,-2,7,7
230,move,"move 16 19",2,1041,100,0,28,19,100,16,19,-2,7,7
231,dig,"dig 16 18",2,1048,100,0,28,19,100,16,19,-2,7,7
232,move,"move 17 20",2,1053,100,0,28,19,100,17,20,-2,7,7
233,dig,"dig 18 19",2,1060,100,0,28,19,100,17,20,-2,7,7
234,move,"move 18 20",2,1065,100,0,28,19,100,18,20,-2,7,7
235,move,"move 17 20",2,1070,100,0,28,19,100,17,20,-2,7,7
236,move,"move 17 21",2,1075,100,0,28,19,100,17,21,-2,7,7
237,move,"move 18 22",2,1080,100,0,28,19,100,18,22,-2,7,7
238,move,"move 19 21",2,1085,100,0,28,19,100,19,21,-2,7,7
239,move,"move 20 21",2,1090,100,0,28,19,100,20,21,-2,7,7
240,nothing,"nothing "Player chose to do nothing"",2,1090,100,0,28,19,100,20,21,-2,7,7
241,move,"move 20 20",2,1095,100,0,28,19,100,20,20,-2,7,7
242,move,"move 19 20",2,1100,100,0,28,19,100,19,20,-2,7,7
243,move,"move 19 21",2,1105,100,0,28,19,100,19,21,-2,7,7
244,move,"move 19 20",2,1110,100,0,28,19,100,19,20,-2,7,7
245,move,"move 18 20",2,1115,100,0,28,19,100,18,20,-2,7,7
246,move,"move 18 21",2,1120,100,0,28,19,100,18,21,-2,7,7
247,move,"move 17 20",2,1125,100,0,28,19,100,17,20,-2,7,7
248,move,"move 16 21",2,1130,100,0,28,19,100,16,21,-2,7,7
249,nothing,"nothing "Player chose to do nothing"",2,1130,100,0,28,19,100,16,21,-2,7,7
250,move,"move 16 20",2,1135,100,0,28,19,100,16,20,-2,7,7
251,dig,"dig 17 19",2,1142,100,0,28,19,100,16,20,-2,7,7
252,move,"move 17 19",2,1147,100,0,28,19,100,17,19,-2,7,7
253,move,"move 16 20",2,1152,100,0,28,19,100,16,20,-2,7,7
254,move,"move 15 21",2,1157,100,0,28,19,100,15,21,-2,7,7
255,move,"move 16 21",2,1162,100,0,28,19,100,16,21,-2,7,7
256,dig,"dig 17 22",2,1169,100,0,28,19,100,16,21,-2,7,7
257,move,"move 15 21",2,1174,100,0,28,19,100,15,21,-2,7,7
258,move,"move 16 20",2,1179,100,0,28,19,100,16,20,-2,7,7
259,move,"move 17 19",2,1184,100,0,28,19,100,17,19,-2,7,7
260,move,"move 18 19",2,1189,100,0,28,19,100,18,19,-2,7,7
261,dig,"dig 19 19",2,1196,100,0,28,19,100,18,19,-2,7,7
262,move,"move 19 19",2,1201,100,0,28,19,100,19,19,-2,7,7
263,move,"move 20 19",2,1206,100,0,28,19,100,20,19,-2,7,7
264,dig,"dig 20 18",2,1213,100,0,28,19,100,20,19,-2,7,7
265,move,"move 19 19",2,1218,100,0,28,19,100,19,19,-2,7,7
266,nothing,"nothing "Player chose to do nothing"",2,1218,100,0,28,19,100,19,19,-2,7,7
267,move,"move 18 19",2,1223,100,0,28,19,100,18,19,-2,7,7
268,move,"move 19 20",2,1228,100,0,28,19,100,19,20,-2,7,7
269,move,"move 20 19",2,1233,100,0,28,19,100,20,19,-2,7,7
270,move,"move 21 18",2,1238,100,0,28,19,100,21,18,-2,7,7
271,nothing,"nothing "Player chose to do nothing"",2,1238,100,0,28,19,100,21,18,-2,7,7
272,dig,"dig 22 17",2,1245,100,0,28,19,100,21,18,-2,7,7
273,move,"move 20 19",2,1250,100,0,28,19,100,20,19,-2,7,7
274,nothing,"nothing "Player chose to do nothing"",2,1250,100,0,28,19,100,20,19,-2,7,7
275,move,"move 20 20",2,1255,100,0,28,19,100,20,20,-2,7,7
276,nothing,"nothing "Player chose to do nothing"",2,1255,100,0,28,19,100,20,20,-2,7,7
277,move,"move 19 19",2,1260,100,0,28,19,100,19,19,-2,7,7
278,move,"move 18 20",2,1265,100,0,28,19,100,18,20,-2,7,7
279,move,"move 17 19",2,1270,100,0,28,19,100,17,19,-2,7,7
280,move,"move 16 19",2,1275,100,0,28,19,100,16,19,-2,7,7
281,move,"move 15 20",2,1280,100,0,28,19,100,15,20,-2,7,7
282,dig,"dig 14 19",2,1287,100,0,28,19,100,15,20,-2,7,7
283,nothing,"nothing "Player chose to do nothing"",2,1287,100,0,28,19,100,15,20,-2,7,7
284,move,"move 16 21",2,1292,100,0,28,19,100,16,21,-2,7,7
285,nothing,"nothing "Player chose to do nothing"",2,1292,100,0,28,19,100,16,21,-2,7,7
286,dig,"dig 16 22",2,1299,100,0,28,19,100,16,21,-2,7,7
287,move,"move 16 20",2,1304,100,0,28,19,100,16,20,-2,7,7
288,move,"move 15 20",2,1309,100,0,28,19,100,15,20,-2,7,7
289,dig,"dig 14 21",2,1316,100,0,28,19,100,15,20,-2,7,7
290,move,"move 14 21",2,1321,100,0,28,19,100,14,21,-2,7,7
291,nothing,"nothing "Player chose to do nothing"",2,1320,97,0,28,19,97,14,21,-2,7,7
292,dig,"dig 14 22",2,1326,94,0,28,19,94,14,21,-2,7,7
293,dig,"dig 15 22",2,1332,91,0,28,19,91,14,21,-2,7,7
294,nothing,"nothing "Player chose to do nothing"",2,1331,88,0,28,19,88,14,21,-2,7,7
295,dig,"dig 14 20",2,1337,85,0,28,19,85,14,21,-2,7,7
296,nothing,"nothing "Player chose to do nothing"",2,1336,82,0,28,19,82,14,21,-2,7,7
297,move,"move 14 20",2,1340,79,0,28,19,79,14,20,-2,7,7
298,nothing,"nothing "Player chose to do nothing"",2,1339,76,0,28,19,76,14,20,-2,7,7
299,move,"move 15 19",2,1343,73,0,28,19,73,15,19,-2,7,7
300,dig,"dig 14 18",2,1350,73,0,28,19,73,15,19,-2,7,7
301,nothing,"nothing "Player chose to do nothing"",2,1350,73,0,28,19,73,15,19,-2,7,7
302,move,"move 16 20",2,1355,73,0,28,19,73,16,20,-2,7,7
303,move,"move 17 19",2,1360,73,0,28,19,73,17,19,-2,7,7
304,nothing,"nothing "Player chose to do nothing"",2,1360,73,0,28,19,73,17,19,-2,7,7
305,dig,"dig 18 18",2,1367,73,0,28,19,73,17,19,-2,7,7
306,move,"move 18 18",2,1372,73,0,28,19,73,18,18,-2,7,7
307,dig,"dig 17 18",2,1379,73,0,28,19,73,18,18,-2,7,7
308,move,"move 18 17",2,1387,83,0,28,19,83,18,17,-2,7,7
309,dig,"dig 19 18",2,1394,83,0,28,19,83,18,17,-2,7,7
310,move,"move 18 18",2,1399,83,0,28,19,83,18,18,-2,7,7
311,move,"move 18 17",2,1404,83,0,28,19,83,18,17,-2,7,7
312,dig,"dig 17 16",2,1411,83,0,28,19,83,18,17,-2,7,7
313,nothing,"nothing "Player chose to do nothing"",2,1411,83,0,28,19,83,18,17,-2,7,7
314,dig,"dig 18 16",2,1418,83,0,28,19,83,18,17,-2,7,7
315,nothing,"nothing "Player chose to do nothing"",2,1418,83,0,28,19,83,18,17,-2,7,7
316,dig,"dig 17 17",2,1425,83,0,28,19,83,18,17,-2,7,7
317,nothing,"nothing "Player chose to do nothing"",2,1425,83,0,28,19,83,18,17,-2,7,7
318,dig,"dig 19 17",2,1432,83,0,28,19,83,18,17,-2,7,7
319,move,"move 17 17",2,1437,83,0,28,19,83,17,17,-2,7,7
320,move,"move 18 16",2,1442,83,0,28,19,83,18,16,-2,7,7
321,move,"move 18 17",2,1447,83,0,28,19,83,18,17,-2,7,7
322,move,"move 17 16",2,1452,83,0,28,19,83,17,16,-2,7,7
323,move,"move 16 17",2,1457,83,0,28,19,83,16,17,-2,7,7
324,shoot,"shoot NW",2,1471,75,0,28,19,75,16,17,-2,7,7
325,shoot,"shoot NW",2,1484,67,0,28,19,67,16,17,-2,7,7
326,shoot,"shoot NW",2,1497,59,0,28,19,59,16,17,-2,7,7
327,shoot,"shoot NW",2,1511,51,0,28,19,51,16,17,-2,7,7
328,shoot,"shoot NW",2,1524,43,0,28,19,43,16,17,-2,7,7
329,shoot,"shoot NW",2,1537,35,0,28,19,35,16,17,-2,7,7
330,shoot,"shoot NW",2,1551,27,0,28,19,27,16,17,-2,7,7
331,shoot,"shoot NW",2,1564,19,0,28,19,19,16,17,-2,7,7
332,shoot,"shoot NW",2,1577,11,0,28,19,11,16,17,-2,7,7
333,shoot,"shoot NW",2,1591,3,0,28,19,3,16,17,-2,7,7
