Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
68,move,"move 20 24",2,492,326,126,22,12,100,20,24,100,10,16
69,dig,"dig 11 16",3,497,318,118,22,12,100,20,24,100,10,16
70,move,"move 23 13",1,497,318,118,22,12,100,20,24,100,10,16
71,dig,"dig 19 24",2,497,298,98,22,12,100,20,24,100,10,16
72,move,"move 11 16",3,499,290,90,22,12,100,20,24,100,11,16
73,move,"move 22 13",1,504,290,90,22,13,100,20,24,100,11,16
74,move,"move 19 23",2,509,290,90,22,13,100,19,23,100,11,16
75,dig,"dig 12 15",3,516,290,90,22,13,100,19,23,100,11,16
76,move,"move 23 12",1,516,290,90,22,13,100,19,23,100,11,16
77,move,"move 18 22",2,515,270,70,22,13,100,18,22,100,11,16
78,move,"move 12 17",3,520,270,70,22,13,100,18,22,100,12,17
79,shoot,"shoot NW",1,520,270,70,22,13,100,18,22,100,12,17
80,dig,"dig 17 21",2,520,250,50,22,13,100,18,22,100,12,17
81,move,"move 12 16",3,522,242,42,22,13,100,18,22,100,12,16
82,move,"move 21 14",1,527,242,42,21,14,100,18,22,100,12,16
83,move,"move 18 21",2,532,242,42,21,14,100,18,21,100,12,16
84,dig,"dig 13 16",3,539,242,42,21,14,100,18,21,100,12,16
85,shoot,"shoot E",1,553,234,34,21,14,100,18,21,100,12,16
86,dig,"dig 17 20",2,560,234,34,21,14,100,18,21,100,12,16
87,dig,"dig 13 15",3,564,226,26,21,14,100,18,21,100,12,16
88,move,"move 22 15",1,569,226,26,22,15,100,18,21,100,12,16
89,dig,"dig 18 20",2,576,226,26,22,15,100,18,21,100,12,16
90,move,"move 13 16",3,578,218,18,22,15,100,18,21,100,13,16
91,move,"move 21 14",1,583,218,18,21,14,100,18,21,100,13,16
92,move,"move 17 21",2,586,210,10,21,14,100,17,21,100,13,16
93,move,"move 13 17",3,588,202,2,21,14,100,17,21,100,13,17
94,move,"move 20 15",1,592,200,-6,20,15,100,17,21,100,13,17
95,move,"move 16 20",2,597,200,-6,20,15,100,16,20,100,13,17
96,move,"move 13 18",3,602,200,-6,20,15,100,16,20,100,13,18
97,move,"move 16 21",2,607,200,-6,20,15,100,16,21,100,13,18
98,move,"move 13 17",3,612,200,-6,20,15,100,16,21,100,13,17
99,dig,"dig 15 20",2,619,200,-6,20,15,100,16,21,100,13,17
100,dig,"dig 14 16",3,626,200,-6,20,15,100,16,21,100,13,17
101,move,"move 17 20",2,631,200,-6,20,15,100,17,20,100,13,17
102,snowball,"snowball 17 16",3,648,200,-6,20,15,100,17,20,100,13,17
103,banana,"banana 20 18",2,683,200,-6,20,15,100,17,20,100,13,17
104,snowball,"snowball 17 16",3,700,200,-6,20,15,100,17,20,100,13,17
105,invalid,"invalid",2,696,200,-6,20,15,100,17,20,100,13,17
106,invalid,"invalid",3,692,200,-6,20,15,100,17,20,100,13,17
107,move,"move 18 21",2,697,200,-6,20,15,100,18,21,100,13,17
108,invalid,"invalid",3,693,200,-6,20,15,100,18,21,100,13,17
109,banana,"banana 17 19",2,750,200,-6,20,15,100,18,21,100,13,17
110,move,"move 14 16",3,755,200,-6,20,15,100,18,21,100,14,16
111,move,"move 19 20",2,760,200,-6,20,15,100,19,20,100,14,16
112,invalid,"invalid",3,756,200,-6,20,15,100,19,20,100,14,16
113,banana,"banana 18 20",2,737,179,-6,20,15,87,19,20,92,14,16
114,snowball,"snowball 17 18",3,737,179,-6,20,15,87,19,20,92,14,16
115,move,"move 18 19",2,742,179,-6,20,15,87,18,19,92,14,16
116,move,"move 13 15",3,747,179,-6,20,15,87,18,19,92,13,15
117,move,"move 19 20",2,752,179,-6,20,15,87,19,20,92,13,15
118,move,"move 13 16",3,757,179,-6,20,15,87,19,20,92,13,16
119,move,"move 20 19",2,760,171,-6,20,15,87,20,19,84,13,16
120,move,"move 13 15",3,762,163,-6,20,15,79,20,19,84,13,15
121,move,"move 21 18",2,767,163,-6,20,15,79,21,18,84,13,15
122,dig,"dig 12 14",3,774,163,-6,20,15,79,21,18,84,13,15
123,move,"move 21 19",2,779,163,-6,20,15,79,21,19,84,13,15
124,shoot,"shoot NW",3,781,163,-6,20,15,79,21,19,84,13,15
125,move,"move 20 19",2,786,163,-6,20,15,79,20,19,84,13,15
126,move,"move 14 15",3,788,155,-6,20,15,71,20,19,84,14,15
127,invalid,"invalid",2,782,147,-6,20,15,63,20,19,84,14,15
128,shoot,"shoot NW",3,784,147,-6,20,15,63,20,19,84,14,15
129,invalid,"invalid",2,777,139,-6,20,15,55,20,19,84,14,15
130,move,"move 15 14",3,779,131,-6,20,15,47,20,19,84,15,14
131,move,"move 20 20",2,782,123,-6,20,15,47,20,20,76,15,14
132,shoot,"shoot N",3,781,115,-6,20,15,39,20,20,76,15,14
133,move,"move 21 20",2,786,115,-6,20,15,39,21,20,76,15,14
134,dig,"dig 16 14",3,790,107,-6,20,15,39,21,20,68,15,14
135,move,"move 22 20",2,795,107,-6,20,15,39,22,20,68,15,14
136,invalid,"invalid",3,791,107,-6,20,15,39,22,20,68,15,14
137,invalid,"invalid",2,785,99,-6,20,15,39,22,20,60,15,14
138,move,"move 16 15",3,787,91,-6,20,15,31,22,20,60,16,15
139,move,"move 23 20",2,789,83,-6,20,15,23,23,20,60,16,15
140,shoot,"shoot SE",3,803,75,-6,20,15,23,23,20,52,16,15
141,invalid,"invalid",2,799,75,-6,20,15,23,23,20,52,16,15
142,move,"move 16 14",3,804,75,-6,20,15,23,23,20,52,16,14
143,shoot,"shoot NW",2,820,75,-6,20,15,23,23,20,52,16,14
144,move,"move 15 14",3,822,67,-6,20,15,15,23,20,52,15,14
145,invalid,"invalid",2,815,59,-6,20,15,7,23,20,52,15,14
146,move,"move 14 13",3,820,59,-6,20,15,7,23,20,52,14,13
147,shoot,"shoot NW",2,834,52,-6,20,15,-1,23,20,52,14,13
148,dig,"dig 13 14",3,841,52,-6,20,15,-1,23,20,52,14,13
149,move,"move 15 14",3,846,52,-6,20,15,-1,23,20,52,15,14
150,move,"move 16 15",3,851,52,-6,20,15,-1,23,20,52,16,15
151,dig,"dig 17 15",3,858,52,-6,20,15,-1,23,20,52,16,15
152,dig,"dig 15 15",3,862,44,-6,20,15,-1,23,20,44,16,15
153,move,"move 15 14",3,867,44,-6,20,15,-1,23,20,44,15,14
154,move,"move 15 15",3,872,44,-6,20,15,-1,23,20,44,15,15
155,move,"move 16 16",3,877,44,-6,20,15,-1,23,20,44,16,16
156,shoot,"shoot E",3,893,44,-6,20,15,-1,23,20,44,16,16
157,shoot,"shoot N",3,895,44,-6,20,15,-1,23,20,44,16,16
158,move,"move 17 15",3,900,44,-6,20,15,-1,23,20,44,17,15
159,dig,"dig 18 14",3,905,36,-6,20,15,-1,23,20,36,17,15
160,invalid,"invalid",3,901,36,-6,20,15,-1,23,20,36,17,15
161,dig,"dig 17 14",3,905,28,-6,20,15,-1,23,20,28,17,15
162,invalid,"invalid",3,898,20,-6,20,15,-1,23,20,20,17,15
163,invalid,"invalid",3,892,12,-6,20,15,-1,23,20,12,17,15
164,invalid,"invalid",3,885,4,-6,20,15,-1,23,20,4,17,15
